"CityName","CountryName"
"West Davidhaven","Kenya"
"Jacksonland","Faroe Islands"
"Edwardmouth","Venezuela"
"Conleyside","Isle of Man"
"South Justin","Sri Lanka"
"South Christopherville","China"
"Port Saraview","Saint Barthelemy"
"East Carlosside","San Marino"
"Phillipsmouth","Anguilla"
"Port Jamesport","Ireland"
"Tinafurt","Equatorial Guinea"
"West Jason","Burkina Faso"
"Lopezfort","Singapore"
"New Benjamin","Timor-Leste"
"Anthonyside","Czech Republic"
"Stevenville","United Kingdom"
"East Elizabeth","Isle of Man"
"Anthonymouth","Lesotho"
"East Helen","Chile"
"South David","Portugal"
"West Rachelport","Venezuela"
"South John","Venezuela"
"Martinshire","Turkey"
"South Kevin","Malta"
"Robertochester","Trinidad and Tobago"
"West Cathy","Qatar"
"East Stacy","Niue"
"Garciastad","Vanuatu"
"West Emma","Antigua and Barbuda"
"East Jessicaton","Holy See (Vatican City State)"
"Lake Tinaborough","Eritrea"
"New Barbarachester","Sri Lanka"
"West Maria","Venezuela"
"Cainchester","Somalia"
"Lynnchester","Norfolk Island"
"North Denise","Libyan Arab Jamahiriya"
"South Lori","Mauritius"
"Port Donald","Nigeria"
"North Charles","Mauritius"
"South Jaclynmouth","Israel"
"Christianport","Philippines"
"Mollyshire","Trinidad and Tobago"
"Brentmouth","Montenegro"
"Mcleanborough","Switzerland"
"Christinefort","Senegal"
"Madisonhaven","Taiwan"
"Allisonview","Nepal"
"Valerieview","Bhutan"
"New Erictown","Uganda"
"Phillipborough","Kazakhstan"
"Phillipsside","Monaco"
"Christianfurt","Anguilla"
"Donnatown","Germany"
"East Ashleyburgh","China"
"Port Bryanberg","United States Virgin Islands"
"Lake Douglasbury","Maldives"
"Normanburgh","Cape Verde"
"Alexisfurt","Falkland Islands (Malvinas)"
"West Jerry","Kuwait"
"Lake Williamtown","Saint Lucia"
"New Vicki","French Southern Territories"
"Lake Pamela","Niger"
"New Amber","Cook Islands"
"Williamfurt","Saint Pierre and Miquelon"
"Martinezburgh","Honduras"
"Andrewchester","Italy"
"Corteztown","Saint Kitts and Nevis"
"Wilsonchester","Northern Mariana Islands"
"West Richardland","Belarus"
"South Alexanderbury","Niger"
"New Andrew","Wallis and Futuna"
"Cunninghammouth","Holy See (Vatican City State)"
"Lake Stacey","Indonesia"
"Gibsonburgh","Ethiopia"
"Careymouth","Togo"
"North Jason","Suriname"
"Christineberg","Seychelles"
"Port Shawn","Germany"
"East Susanberg","Latvia"
"Port Jose","Heard Island and McDonald Islands"
"Katherinefurt","Mozambique"
"Reynoldsmouth","Myanmar"
"Lake Colin","French Guiana"
"Evansmouth","Holy See (Vatican City State)"
"Sharpchester","Cocos (Keeling) Islands"
"Virginialand","Tunisia"
"South Sherrybury","United States Minor Outlying Islands"
"Daltonbury","Timor-Leste"
"Caseyfurt","Cameroon"
"Lake Michael","Paraguay"
"Lisatown","Tokelau"
"North Patricia","Guinea-Bissau"
"East Troyland","Haiti"
"Grosstown","Lao People's Democratic Republic"
"Roseton","Iceland"
"Port Michellemouth","Bangladesh"
"Pittston","Cameroon"
"South Jeffery","Bahrain"
"Whiteview","Lebanon"
"Matthewport","Heard Island and McDonald Islands"
"West Tonytown","French Guiana"
"West Sarahhaven","Estonia"
"Port Luisburgh","Kenya"
"Port Tylerhaven","Jordan"
"East Robert","Micronesia"
"East Heather","British Indian Ocean Territory (Chagos Archipelago)"
"Andersonchester","United States Minor Outlying Islands"
"West Ashleytown","Suriname"
"New Jenniferberg","Senegal"
"Elizabethport","Mauritania"
"Port Oscarfort","Afghanistan"
"Sheilashire","Costa Rica"
"Martinezbury","Finland"
"Hansenmouth","Iran"
"Wilsonmouth","British Virgin Islands"
"Mariaview","Saudi Arabia"
"North Brittneyberg","Samoa"
"Michellefurt","Uganda"
"North Elizabethville","Korea"
"Fletcherside","Maldives"
"New Michellemouth","Japan"
"Smithtown","Jamaica"
"Richardview","Turkey"
"Simstown","Eritrea"
"Kristiland","Sierra Leone"
"New Heidi","Guam"
"Port Juliebury","Cote d'Ivoire"
"Port Melissamouth","Liechtenstein"
"North Karen","Guinea-Bissau"
"South Jeremy","Cook Islands"
"Jimhaven","Bosnia and Herzegovina"
"Lake Heather","Norway"
"New Victoriamouth","Nepal"
"North Briannaland","Korea"
"West Courtneyport","Sao Tome and Principe"
"Danielleberg","Marshall Islands"
"East Brianmouth","Falkland Islands (Malvinas)"
"Port Dianestad","Togo"
"South Andrew","Dominican Republic"
"Port Christophertown","China"
"Crystalbury","Guinea"
"Clementstown","French Southern Territories"
"Hernandezstad","United States Virgin Islands"
"Blackshire","Iran"
"Donaldbury","Tanzania"
"Wendytown","Guernsey"
"Garrettmouth","Liechtenstein"
"South Jonathan","Burkina Faso"
"East Jacob","Barbados"
"Lake Josephchester","French Southern Territories"
"Port Gregory","Saint Martin"
"Elizabethberg","Montenegro"
"Lake Christian","Sao Tome and Principe"
"West Makayla","American Samoa"
"Martinezbury","China"
"Ericburgh","Qatar"
"Stephenshire","Norfolk Island"
"Shanetown","Philippines"
"New Jennifer","Georgia"
"Goodmantown","Gabon"
"Stephenmouth","Tuvalu"
"Lake Jessicaland","Vietnam"
"Anneburgh","Bulgaria"
"South Mariabury","Montenegro"
"Seanside","Guinea"
"Robertsmouth","Christmas Island"
"Cookfurt","Yemen"
"Walkerberg","Monaco"
"South Jeff","Thailand"
"West Kathrynview","French Guiana"
"East Arthur","Slovakia (Slovak Republic)"
"Ryanside","Pitcairn Islands"
"Jamesside","Honduras"
"Nguyenburgh","Australia"
"Jenniferport","Sierra Leone"
"East Donna","Hungary"
"West Amberton","Romania"
"South David","Guadeloupe"
"Gregorybury","United Arab Emirates"
"Howardfurt","Malta"
"Tinamouth","Hungary"
"Lake Morgan","Tajikistan"
"Coleberg","Trinidad and Tobago"
"West Christopherville","Bhutan"
"Martinezborough","Saint Martin"
"Melissatown","Uzbekistan"
"Mcclureland","Saint Kitts and Nevis"
"Solomonmouth","Chad"
"Meyerburgh","British Indian Ocean Territory (Chagos Archipelago)"
"Prattfurt","Saint Kitts and Nevis"
"New Jessica","Taiwan"
"Jacobton","Greece"
"Maryshire","Haiti"
"West Shannon","Mayotte"
"Port Deborah","Algeria"
"Connorborough","Moldova"
"Guerreroberg","Malaysia"
"Lindseychester","Uzbekistan"
"New Alexander","Vietnam"
"Karenshire","Honduras"
"Larryshire","Latvia"
"South Kathleenhaven","Bosnia and Herzegovina"
"East Tom","Palau"
"Reidland","Belgium"
"South Zachary","Somalia"
"West Angelaton","Ethiopia"
"Carterville","Burundi"
"Kristytown","Korea"
"Rileyside","Singapore"
"East Amanda","Cocos (Keeling) Islands"
"Zhanghaven","Nicaragua"
"Lake Jasonfort","Romania"
"Jamesview","Bermuda"
"East Whitney","Equatorial Guinea"
"Drakefurt","Egypt"
"East Anitashire","Albania"
"East Monica","Reunion"
"South Adrian","Gabon"
"New Robin","Congo"
"Lake Shawnbury","Sao Tome and Principe"
"Christophertown","Mozambique"
"South Catherineton","Djibouti"
"Port David","Libyan Arab Jamahiriya"
"Lake Elijahbury","Hungary"
"West Cindy","Martinique"
"Turnerberg","Ukraine"
"Charleschester","Bahamas"
"Burnsborough","Faroe Islands"
"Port Bretttown","Peru"
"Port Matthewchester","Comoros"
"South Cassieview","Gibraltar"
"South Benjaminton","Burkina Faso"
"Danielsshire","Gambia"
"South Trevor","Armenia"
"North Daryl","Netherlands"
"Livingstonland","Niger"
"Pamelaborough","Bosnia and Herzegovina"
"Rodriguezmouth","Chad"
"Smithport","Tokelau"
"West Jermaine","Svalbard & Jan Mayen Islands"
"South Anthonyview","Czech Republic"
"Port Scott","Brunei Darussalam"
"South Michael","Turkmenistan"
"Watsonmouth","Tunisia"
"North Edward","Qatar"
"Oliverview","Cambodia"
"Teresahaven","Guernsey"
"New Elizabethview","Sudan"
"Stewartmouth","Philippines"
"Joshuastad","Kuwait"
"Zacharytown","United Kingdom"
"East Robertfurt","Djibouti"
"Leslieside","Cuba"
"Victorhaven","French Southern Territories"
"North Adam","Slovenia"
"Michaelmouth","Montserrat"
"South Stephenport","Italy"
"North Joseton","Bermuda"
"Moralestown","French Guiana"
"North Alexishaven","Bahrain"
"Port Holly","Hong Kong"
"South Robert","Saint Helena"
"North Sandra","Denmark"
"North Kirkburgh","South Africa"
"Chelseashire","Monaco"
"Farleyburgh","Botswana"
"Andrefurt","Egypt"
"Joemouth","Cocos (Keeling) Islands"
"New Daniel","Tajikistan"
"Kimberlytown","Israel"
"North Mariaside","Saint Kitts and Nevis"
"West Mark","Guyana"
"Donnamouth","New Caledonia"
"New Gregoryport","Lao People's Democratic Republic"
"Mckeeland","Senegal"
"Maryburgh","Ethiopia"
"Beckerberg","Norfolk Island"
"South Terri","Netherlands Antilles"
"Lake Shannonville","Cambodia"
"Walkerchester","Australia"
"Port Lisachester","Honduras"
"New Robertbury","Lithuania"
"Jonesberg","Canada"
"West Michaelmouth","Tokelau"
"Stoneside","Latvia"
"Campbellview","Christmas Island"
"East Margaretchester","Slovenia"
"Bartontown","Iceland"
"Goodwintown","Iran"
"North Danielton","Antigua and Barbuda"
"Youngtown","Gambia"
"Lake Renee","Moldova"
"Richardsonmouth","Argentina"
"Victoriachester","French Polynesia"
"Marytown","Niger"
"Thompsonmouth","Central African Republic"
"Angelicaberg","Slovakia (Slovak Republic)"
"North Madisonbury","Peru"
"Port Carlos","Cote d'Ivoire"
"Riveraport","Hungary"
"North Ivan","Sao Tome and Principe"
"East Erica","Romania"
"Port Robert","Myanmar"
"East Rachel","Gabon"
"Port Rhondaland","Qatar"
"Timothyview","Macao"
"North Adamport","Italy"
"Perezside","Paraguay"
"North Robert","Montserrat"
"Yolandaland","Puerto Rico"
"Alisonport","Samoa"
"Lake Amandaburgh","Liechtenstein"
"Joeltown","Saint Vincent and the Grenadines"
"Williamport","Lesotho"
"Lake Anthonystad","Botswana"
"Bradleyborough","Senegal"
"Ortizside","Netherlands"
"Markside","Eritrea"
"Johnsonmouth","Russian Federation"
"Alexisbury","Belarus"
"Theresatown","Malta"
"North Michelletown","Northern Mariana Islands"
"Jessicaborough","Panama"
"Morrisborough","Malta"
"Stokesberg","Egypt"
"Port Linda","Afghanistan"
"Johnchester","Cook Islands"
"New Dorothy","Congo"
"Port Ericberg","Congo"
"West Andreamouth","Palestinian Territory"
"East Jenny","Kazakhstan"
"Walkerstad","Estonia"
"Fisherfurt","Switzerland"
"Veronicaborough","Palau"
"Kristiview","Poland"
"North Kylemouth","Sudan"
"Angelaburgh","Guatemala"
"Justinton","Sierra Leone"
"Wallacefort","India"
"Harrellfort","Christmas Island"
"Jacksonburgh","Uzbekistan"
"North Peter","Congo"
"Lake Claudiaside","Svalbard & Jan Mayen Islands"
"Port Megan","Saint Martin"
"West Robertmouth","Jersey"
"East Virginiafort","Sweden"
"South Joshua","Gibraltar"
"New Anna","Korea"
"Lake Paul","South Africa"
"Randyville","United States Virgin Islands"
"Mariefort","Indonesia"
"Port Stacyview","Cook Islands"
"North James","Cambodia"
"New Bruceside","Belgium"
"Lake Henryview","Saint Helena"
"South Audrey","Afghanistan"
"Guerrabury","Chad"
"Mcgeeland","Montenegro"
"Port Sharonchester","Cocos (Keeling) Islands"
"North Christophermouth","Reunion"
"West Amyhaven","Vanuatu"
"Sanchezmouth","Hong Kong"
"Stricklandberg","Armenia"
"East Omarbury","British Indian Ocean Territory (Chagos Archipelago)"
"Catherineville","Reunion"
"Coryfurt","Grenada"
"Craigview","Japan"
"Glenntown","Singapore"
"Port Danatown","Korea"
"South Taylor","Cook Islands"
"West Kimberlychester","Egypt"
"Donnastad","Netherlands Antilles"
"Lake Megan","China"
"New Teresastad","Uganda"
"South Donna","Monaco"
"Cooktown","Senegal"
"Port Justin","Tuvalu"
"Martinfort","Lesotho"
"West Karenfort","Equatorial Guinea"
"Williamsville","United Arab Emirates"
"East Tinaland","Palau"
"West Jessica","Christmas Island"
"Seanstad","United States Minor Outlying Islands"
"Chandlershire","Russian Federation"
"North Jaredville","Iran"
"West Kim","Saint Lucia"
"Elizabethton","Guinea"
"Thomasport","Ecuador"
"New Melissa","Zimbabwe"
"East Tony","Gambia"
"Lisaburgh","Brazil"
"Hannahstad","Liechtenstein"
"Deborahbury","Montserrat"
"Jorgeburgh","Palau"
"Lake Loganside","Belarus"
"Debraburgh","Cook Islands"
"West Kyle","Mayotte"
"Olsonmouth","Cameroon"
"New Kimberly","Guernsey"
"West Evan","Guadeloupe"
"Port Rebeccafurt","Guam"
"Kennethburgh","Northern Mariana Islands"
"New Cody","Guatemala"
"Johnfurt","Saint Barthelemy"
"Lake Jennifer","Lesotho"
"North Jason","Philippines"
"West Kent","Macao"
"Karenchester","Jamaica"
"Port Jessica","Trinidad and Tobago"
"New Lisaview","Swaziland"
"Lake Christopherfort","Venezuela"
"Wilsonshire","French Southern Territories"
"Port Sherry","Palestinian Territory"
"Brayburgh","French Guiana"
"Jeffersonberg","Germany"
"Smithstad","Slovakia (Slovak Republic)"
"Espinozaton","Malta"
"West Sherryborough","Solomon Islands"
"Jasonborough","Antarctica (the territory South of 60 deg S)"
"Annashire","Iran"
"Gibsonbury","Paraguay"
"North Phylliston","Equatorial Guinea"
"South Karen","Vietnam"
"Bushhaven","Wallis and Futuna"
"East Kristenville","Brazil"
"Elizabethberg","Saint Lucia"
"South Sharonton","Djibouti"
"New Marktown","Cape Verde"
"East Thomas","Costa Rica"
"Tylerville","Sierra Leone"
"New Louis","Nigeria"
"West Sandra","Montserrat"
"Johnmouth","Bangladesh"
"Griffinbury","Saudi Arabia"
"Port Taylor","French Polynesia"
"Burnsstad","Russian Federation"
"Lake Christine","Niger"
"Port Marc","Finland"
"South Danielle","El Salvador"
"Raymouth","Germany"
"Port Rachel","Chad"
"Lake Emmabury","Finland"
"Port Emily","Bahrain"
"Andrewmouth","Ecuador"
"Millerville","Zimbabwe"
"Evansport","Israel"
"New Katelynmouth","Saint Vincent and the Grenadines"
"Port Kelly","Grenada"
"Byrdhaven","Svalbard & Jan Mayen Islands"
"Cochranburgh","Cameroon"
"Cooperberg","Guyana"
"East Cheryl","Haiti"
"Amyton","Bangladesh"
"Jonesborough","Latvia"
"Timothyport","Holy See (Vatican City State)"
"Wandafort","American Samoa"
"Johnsonhaven","Suriname"
"Lake Maryport","Korea"
"North Stephanie","Sierra Leone"
"Heatherland","Sudan"
"Arthurland","Brazil"
"Melissashire","Pakistan"
"New Richard","Canada"
"South Christopher","Bulgaria"
"North Jeffreymouth","Tunisia"
"Hernandezstad","Gambia"
"North Matthew","Nepal"
"New Michellefort","Guatemala"
"Lloydport","Cocos (Keeling) Islands"
"New James","Guernsey"
"South David","Syrian Arab Republic"
"East Crystal","Libyan Arab Jamahiriya"
"Stevenland","Bhutan"
"Wallaceview","Central African Republic"
"Lake Zacharybury","Colombia"
"Emilyview","United Arab Emirates"
"Christophermouth","Gabon"
"South Jessica","Cambodia"
"Hatfieldhaven","Congo"
"New Danielchester","Afghanistan"
"Whitefort","Guinea-Bissau"
"Burgessberg","Solomon Islands"
"South Daniel","Micronesia"
"Shawside","Libyan Arab Jamahiriya"
"East Karenstad","Gambia"
"North Edwardburgh","Estonia"
"Fernandofurt","Mauritania"
"New Rhondamouth","Honduras"
"North Stephenfort","French Guiana"
"South David","Dominican Republic"
"Port Robin","United States Minor Outlying Islands"
"Lopezburgh","Hungary"
"Savagetown","Solomon Islands"
"Rogerston","Bosnia and Herzegovina"
"North Colefort","Tokelau"
"Jenniferfurt","Jersey"
"East Emily","Barbados"
"Richardsonside","Romania"
"Leonardborough","Mauritius"
"West Dana","Sao Tome and Principe"
"Deniseside","Cameroon"
"Lake Jonathan","Kazakhstan"
"Brendahaven","Syrian Arab Republic"
"Jenniferberg","Venezuela"
"Morantown","Netherlands Antilles"
"Lake Gary","Qatar"
"Aguirreside","Tunisia"
"Port Colinton","Cyprus"
"South Elizabethfurt","Greenland"
"Ortizmouth","Panama"
"Jenniferfort","Algeria"
"Taylorburgh","Mauritania"
"Andrewside","Panama"
"West Frank","Malawi"
"Jamesshire","Guam"
"West Jessemouth","Canada"
"North Tracey","Micronesia"
"South Tanyatown","Tanzania"
"North Elizabethberg","Panama"
"Bakerton","Brunei Darussalam"
"Hansenhaven","Austria"
"South Kennethburgh","Zambia"
"Gregorymouth","Liechtenstein"
"Alexanderborough","Libyan Arab Jamahiriya"
"Santiagoville","Venezuela"
"South Alishaland","Zambia"
"Baldwinbury","Dominican Republic"
"Brianville","Burkina Faso"
"South Kennethbury","Turkmenistan"
"Valenzuelaberg","Gambia"
"South Jamieborough","Turks and Caicos Islands"
"North Sarahtown","United States Minor Outlying Islands"
"Sarahtown","Ecuador"
"Bonniehaven","Tajikistan"
"Floydhaven","Madagascar"
"Alisonberg","Greenland"
"Richardsonview","Netherlands Antilles"
"Lake Brittanyport","Serbia"
"New Veronicatown","Malawi"
"Deleonside","Venezuela"
"East Thomasmouth","Jamaica"
"Brettchester","Kyrgyz Republic"
"Laurenborough","Iraq"
"Port Brenda","Nicaragua"
"Garciafort","Micronesia"
"North Adam","United States Virgin Islands"
"Evansville","Tajikistan"
"West Colleenville","United Arab Emirates"
"Martinmouth","Cote d'Ivoire"
"Seanland","Norfolk Island"
"Lake Michael","Bermuda"
"Kimberlyfort","Western Sahara"
"West Williamtown","Serbia"
"Hendrickston","Mongolia"
"Lake Alexandriaburgh","Colombia"
"Lake Clifford","Seychelles"
"Weberside","Italy"
"South Sarah","Montserrat"
"Johnchester","Bouvet Island (Bouvetoya)"
"Emilyville","Kazakhstan"
"Sarahfort","Singapore"
"West Samanthaburgh","Jordan"
"West Kendrashire","Tuvalu"
"South Tylerburgh","South Africa"
"South Stevenmouth","Cameroon"
"Laurashire","Gambia"
"West Steve","Congo"
"New Lauramouth","Mauritius"
"West Glennshire","Palau"
"Delgadotown","Timor-Leste"
"Williamsfurt","Mauritania"
"Kaylabury","Greenland"
"Hudsonport","Sierra Leone"
"Jamesland","Isle of Man"
"Sarahstad","Martinique"
"East Frederickhaven","French Guiana"
"Johnsonville","Iraq"
"South Susan","Guernsey"
"South Danielmouth","Cape Verde"
"Jeremychester","Thailand"
"Lake Patrickshire","Lao People's Democratic Republic"
"Port Tara","Mayotte"
"South Lauren","Taiwan"
"Lake Gregory","Cuba"
"West Angela","Egypt"
"Masonchester","Madagascar"
"East Monica","Gambia"
"New Hannahside","Pitcairn Islands"
"West Andrewside","Uganda"
"Lake Joyce","Kiribati"
"West Vanessa","Jordan"
"South Laurenstad","Guinea-Bissau"
"Lake Lisa","Sierra Leone"
"Amyshire","Somalia"
"New Cassandrastad","Korea"
"West Brookestad","Gibraltar"
"Lisastad","Svalbard & Jan Mayen Islands"
"Lake Lisaside","Zambia"
"Shawnborough","Yemen"
"Port Carlamouth","Azerbaijan"
"Vasquezport","Macedonia"
"Aguilarland","Sweden"
"West Michaelchester","Brunei Darussalam"
"Morseton","Italy"
"New Lisahaven","Iceland"
"West Rachel","Uganda"
"Lake Cherylport","Dominica"
"East Brittney","Korea"
"North Nicholas","American Samoa"
"East Terrence","Burundi"
"Lake Antonioview","Western Sahara"
"Port Jeffrey","Seychelles"
"Gambleshire","Bosnia and Herzegovina"
"Clarkland","Guyana"
"Arnoldshire","Mayotte"
"South Patricia","Yemen"
"Cookport","Latvia"
"Curtisfurt","Grenada"
"Lake Annport","China"
"Curtismouth","Latvia"
"West Phillipstad","Pakistan"
"South Evanberg","Paraguay"
"East Pamelatown","Kazakhstan"
"New Derek","Montenegro"
"South Kimberlyburgh","Bolivia"
"Nicoleton","Belgium"
"Port Eddietown","Micronesia"
"Dicksonburgh","Thailand"
"Baileyshire","Saint Helena"
"Kevinshire","Norway"
"North Seanhaven","Saint Pierre and Miquelon"
"Port Tiffany","Indonesia"
"South Bradleyborough","Bahrain"
"Sotoberg","Jordan"
"Roblesside","Dominican Republic"
"South David","Iceland"
"East Wendy","Honduras"
"Lake Ravenshire","Mauritania"
"New Roger","Bouvet Island (Bouvetoya)"
"Mossfurt","Zimbabwe"
"Rivasside","Western Sahara"
"Christopherport","Israel"
"North Lisatown","Nepal"
"Ellenburgh","Malaysia"
"Michaelbury","Peru"
"South Margaret","Mozambique"
"West Kyle","Cuba"
"Scottshire","Lao People's Democratic Republic"
"West Oscartown","Peru"
"Christopherview","New Caledonia"
"Gamblebury","Dominican Republic"
"Jonesville","Cape Verde"
"New Derrickton","Germany"
"Figueroaport","Tajikistan"
"Mistyport","Tuvalu"
"Boyleland","Sudan"
"Leonardfurt","Singapore"
"South Jason","Micronesia"
"Janeton","Hong Kong"
"North Patricia","Latvia"
"North Juanshire","Portugal"
"Bakerton","Nigeria"
"Thompsonside","Hungary"
"Ericabury","Azerbaijan"
"Christophermouth","Palau"
"Jessicaland","Somalia"
"Johnstonborough","France"
"Joshuaville","Lebanon"
"New Mikestad","Ireland"
"Lopezport","Kiribati"
"Bergside","Guatemala"
"East Laura","New Caledonia"
"Wolfville","Somalia"
"Williamburgh","Togo"
"Jasonshire","Lao People's Democratic Republic"
"South Mitchellshire","Malaysia"
"North Davidberg","British Indian Ocean Territory (Chagos Archipelago)"
"West Richardstad","Wallis and Futuna"
"South Williammouth","Reunion"
"Pedrostad","Tokelau"
"South Terribury","Lesotho"
"Lake Christopherview","Taiwan"
"West Joshuaburgh","Cocos (Keeling) Islands"
"Nguyenberg","Uruguay"
"Amyfurt","Belarus"
"Port Jeffrey","Burundi"
"Jamesland","Kazakhstan"
"North Samantha","Albania"
"Lake Crystal","Morocco"
"Angelaberg","Northern Mariana Islands"
"Perryview","Montenegro"
"East Alishamouth","Azerbaijan"
"East Stephanieton","Haiti"
"North Angela","Micronesia"
"Feliciaside","Guam"
"Atkinsonburgh","Saint Barthelemy"
"Tyroneshire","Yemen"
"North Jenniferview","Turkmenistan"
"East Lauraville","Tokelau"
"Rodriguezborough","Saudi Arabia"
"New Sonyaside","Wallis and Futuna"
"Shieldsport","South Georgia and the South Sandwich Islands"
"Ramirezburgh","Falkland Islands (Malvinas)"
"South Gabrielle","Kazakhstan"
"New Matthewburgh","Georgia"
"Lake Brittany","Montserrat"
"Port Ashleyfurt","United States Virgin Islands"
"West Rachelstad","Namibia"
"Sparksfort","Saudi Arabia"
"Port Jasonside","Bolivia"
"North Brandonmouth","South Georgia and the South Sandwich Islands"
"Nicoleview","Tunisia"
"Hamiltonchester","India"
"Port Alexafort","Mongolia"
"South Carl","Uganda"
"Dianaview","Niger"
"Reyesborough","Liberia"
"Jeffreyfort","Peru"
"Amymouth","Bhutan"
"Zhangside","Norfolk Island"
"Lake Meganburgh","Morocco"
"West Leemouth","Kyrgyz Republic"
"North Aaron","Denmark"
"Tinamouth","Myanmar"
"East Davidview","Northern Mariana Islands"
"New Justin","Saint Kitts and Nevis"
"North Sarah","Heard Island and McDonald Islands"
"Tracyhaven","Mali"
"Kathleenview","Antigua and Barbuda"
"Kristyview","Germany"
"North Jessica","Serbia"
"Dillonview","Angola"
"South Jennifer","Argentina"
"East Denisehaven","Uruguay"
"Linchester","India"
"South Albert","Liechtenstein"
"Jillchester","French Guiana"
"Lake Christopher","Brunei Darussalam"
"Paulabury","Antarctica (the territory South of 60 deg S)"
"Sotoburgh","Oman"
"Lake Michaelside","United States of America"
"Lake Ericside","New Caledonia"
"West Ashlee","Liechtenstein"
"Robbinsside","Guadeloupe"
"East Christopherland","Belgium"
"East Roger","Ecuador"
"North Charles","Armenia"
"Curtisborough","Guinea-Bissau"
"New Pamelamouth","Congo"
"Port Richardchester","Burkina Faso"
"East Robertbury","Luxembourg"
"West Marieport","Malta"
"West Anitaview","Italy"
"Angelafort","Kenya"
"Williamville","Finland"
"Jenniferstad","Burundi"
"Lewisshire","Saint Barthelemy"
"North Tylerfurt","Lesotho"
"Lopezfort","Burundi"
"New Joshuabury","Lao People's Democratic Republic"
"Watersborough","Mauritius"
"North Stephanieside","Saint Barthelemy"
"Lake Sharonchester","Trinidad and Tobago"
"South Johnathan","Bosnia and Herzegovina"
"Sheilaland","Spain"
"New Anne","Chile"
"West Marytown","French Polynesia"
"Lake Brian","Kyrgyz Republic"
"South Christopherstad","Norfolk Island"
"Smithport","Korea"
"South Alexisshire","Moldova"
"Gayburgh","Bhutan"
"North Jeremyborough","Niger"
"Richardfurt","New Zealand"
"Johnfort","Bahrain"
"Smithport","Germany"
"Gravesstad","Latvia"
"New Mikehaven","Saudi Arabia"
"Marieview","Mayotte"
"Reneemouth","Cayman Islands"
"New Clintonside","Turks and Caicos Islands"
"Pamelaside","Malawi"
"Murphybury","Russian Federation"
"New Jeffreymouth","Japan"
"East Richardshire","Marshall Islands"
"Salasbury","Zambia"
"East Alishaton","Andorra"
"Thomasstad","Bhutan"
"Port Austin","Gibraltar"
"East Danafort","Georgia"
"Leeville","Heard Island and McDonald Islands"
"West Aprilside","Canada"
"North Tina","Denmark"
"Amyville","Congo"
"Beanberg","United Kingdom"
"Lake Cody","French Southern Territories"
"Markburgh","Monaco"
"North Brandi","Falkland Islands (Malvinas)"
"New Douglaschester","India"
"Morseview","Korea"
"East Kenneth","Italy"
"New Ashleyton","United Arab Emirates"
"Combsberg","Mongolia"
"New Alicia","Guinea"
"South Melissafurt","Nicaragua"
"New Jamesport","Pitcairn Islands"
"Victoriastad","Sweden"
"New Jonathan","Tonga"
"Karenfurt","Brunei Darussalam"
"Hollymouth","Djibouti"
"Alvarezside","India"
"South Amanda","El Salvador"
"Lake Kellymouth","Malaysia"
"North Brandonville","Falkland Islands (Malvinas)"
"Mercadostad","Holy See (Vatican City State)"
"Travisberg","Jordan"
"Dawnbury","Bosnia and Herzegovina"
"East Ronald","China"
"South Sarahville","Tanzania"
"Anthonymouth","United Kingdom"
"Smithfurt","Saint Pierre and Miquelon"
"Baldwinville","Kazakhstan"
"Johnsonfurt","Aruba"
"Annefort","Estonia"
"Port Amber","Sweden"
"Thomasmouth","Reunion"
"Lukefurt","Panama"
"Lake Karen","Barbados"
"Tiffanytown","Lao People's Democratic Republic"
"New Timothyberg","Aruba"
"Lozanohaven","Greenland"
"West Christinatown","Isle of Man"
"Jessicastad","Western Sahara"
"Debbieville","Burkina Faso"
"Paulaburgh","Aruba"
"Rebeccamouth","Hungary"
"Jonesborough","Yemen"
"West Nicoleville","Libyan Arab Jamahiriya"
"Vasquezville","Sri Lanka"
"Jessicaview","Hungary"
"Timothymouth","Spain"
"Scottland","French Polynesia"
"West Matthewtown","Saint Pierre and Miquelon"
"South Michelle","Iceland"
"North Jacob","Western Sahara"
"South Jeffreyshire","French Guiana"
"West Michaelfort","Spain"
"East Douglas","British Virgin Islands"
"Lake Adam","Palestinian Territory"
"New Paula","Argentina"
"East Matthewport","Anguilla"
"Courtneymouth","Malaysia"
"Millerview","Tunisia"
"Andrewstad","Iraq"
"Montesborough","Saint Vincent and the Grenadines"
"East Brenda","El Salvador"
"Oconnortown","Saint Lucia"
"Medinafurt","Afghanistan"
"New Catherine","United States Virgin Islands"
"Hillhaven","Malaysia"
"New Scottchester","Malawi"
"Leslieside","Saint Pierre and Miquelon"
"South Lisaland","Indonesia"
"North Margaret","Somalia"
"Jacksonside","Eritrea"
"Lake Gary","Ukraine"
"West Kenneth","Wallis and Futuna"
"North Brucestad","Botswana"
"Port Joseberg","Latvia"
"Port Matthew","Montserrat"
"Nelsonborough","Zambia"
"West Angelaview","Argentina"
"Brittanyville","Senegal"
"Nathanstad","Cameroon"
"Robertshire","Mozambique"
"Jonathanchester","Lesotho"
"Durhamfort","India"
"North Paul","Venezuela"
"Denisechester","Ethiopia"
"Allisonchester","Kazakhstan"
"Johnhaven","Vanuatu"
"Lukechester","Chad"
"Matthewtown","Austria"
"South Justin","Lithuania"
"Maldonadoview","United States Minor Outlying Islands"
"Lake Robertberg","Gabon"
"Sparksbury","Zambia"
